"string_id","section_id","section","element","status","en","es","translator_notes"
"csc-200","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Pause symbol","Símbolo de pausa",""
"csc-201","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","Pause","Pausa",""
"csc-202","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","div [aria-label]","DRAFT","Symbol set extension","Ampliación del sistema de símbolos",""
"csc-203","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Prohibido symbol","Símbolo de prohibido",""
"csc-204","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","Prohibido","Prohibido",""
"csc-205","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Pin symbol","Símbolo de pin",""
"csc-206","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","Pin","Pin",""
"csc-207","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Stethoscope symbol","Símbolo de estetoscopio",""
"csc-208","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","figcaption","DRAFT","Stethoscope","Estetoscopio",""
"csc-209","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","p","DRAFT","El sistema no decora. Sostiene.","El sistema no decora. Sostiene.",""
"csc-210","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Visual production library","Biblioteca de producción visual",""
"csc-211","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","h3","DRAFT","Eventually, even the imagery became a system","Con el tiempo, hasta la imagen se volvió un sistema",""
"csc-212","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","p","DRAFT","Assets were named and organized with formats, tags, transformations, and production references. New publishing could begin from a shared visual language rather than from zero.","Los recursos se nombraron y organizaron con formatos, etiquetas, transformaciones y referencias de producción. Cada nueva publicación podía partir de un lenguaje visual compartido, no de cero.",""
"csc-213","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","div [aria-label]","DRAFT","Imagery progression","Progresión de la imagen",""
"csc-214","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Image","Imagen",""
"csc-215","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Art direction","Dirección de arte",""
"csc-216","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Visual language","Lenguaje visual",""
"csc-217","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Production library","Biblioteca de producción",""
"csc-218","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","div [aria-label]","DRAFT","Production library fragments","Fragmentos de la biblioteca de producción",""
"csc-219","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Sueño illustration at editorial distance","Ilustración de Sueño a distancia editorial",""
"csc-220","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Cine","Cine",""
"csc-221","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Editorial distance · Sueño","Distancia editorial · Sueño",""
"csc-222","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Sueño illustration at doodle distance","Ilustración de Sueño a distancia de boceto",""
"csc-223","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Foto","Foto",""
"csc-224","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Doodle distance · Sueño","Distancia de boceto · Sueño",""
"csc-225","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Sueño illustration at pin distance","Ilustración de Sueño a distancia de pin",""
"csc-226","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Pin","Pin",""
"csc-227","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Compact mark · Sueño","Marca compacta · Sueño",""
"csc-228","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","img [alt]","DRAFT","Open-hand symbol from the Criar Sin Culpas symbol set","Símbolo de mano abierta del sistema de símbolos de Criar Sin Culpas",""
"csc-229","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","Símbolo","Símbolo",""
"csc-230","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","span","DRAFT","System glyph · reusable","Glifo del sistema · reutilizable",""
"csc-231","visual-languages","05 · VISUAL SUPPORT INFRASTRUCTURE","p","DRAFT","One drawing, four distances · then named, tagged, and filed for production.","Un dibujo, cuatro distancias · luego nombrado, etiquetado y archivado para producción.",""
"csc-232","support","06 · OWNED SUPPORT","span","DRAFT","From circulation to owned support","De la circulación al apoyo propio",""
"csc-233","support","06 · OWNED SUPPORT","h2","DRAFT","The feed surfaced the need. [line break] The owned experience had to hold it","El feed sacó a la superficie la necesidad. [line break] La experiencia propia tuvo que sostenerla",""
"csc-234","support","06 · OWNED SUPPORT","p","DRAFT","Nari's publishing exposed recurring questions and language in real time. I built durable places for those signals to land: immediate protocols, deeper learning, and a path toward continued support.","La publicación de Nari revelaba preguntas y lenguaje recurrentes en tiempo real. Yo construí lugares duraderos donde esas señales pudieran aterrizar: protocolos inmediatos, aprendizaje más profundo y una ruta hacia el acompañamiento continuo.",""
"csc-235","support","06 · OWNED SUPPORT","h3","DRAFT","A · Listen","A · Escuchar",""
"csc-236","support","06 · OWNED SUPPORT","img [alt]","DRAFT","Real parent moment beside a structured Criar Sin Culpas support experience: immediate guidance, escalation ladder, and share or continue paths","Momento real de una madre o un padre junto a una experiencia de apoyo estructurada de Criar Sin Culpas: guía inmediata, escalera de escalada y rutas para compartir o continuar",""
"csc-237","support","06 · OWNED SUPPORT","span","DRAFT","SYSTEM IN THE MOMENT","SISTEMA EN EL MOMENTO",""
"csc-238","support","06 · OWNED SUPPORT","p","DRAFT","Real social moment → structured support on the phone","Momento social real → apoyo estructurado en el teléfono",""
"csc-239","support","06 · OWNED SUPPORT","img [alt]","DRAFT","Documentary collage of Nari recording a Criar Sin Culpas Reel during the photoshoot, alongside real published Instagram posts and Reels from the live account","Collage documental de Nari grabando un Reel de Criar Sin Culpas durante la sesión de fotos, junto a publicaciones y Reels reales de la cuenta de Instagram en vivo",""
"csc-240","support","06 · OWNED SUPPORT","span","DRAFT","DOCUMENTARY + LIVE PRACTICE","DOCUMENTAL + PRÁCTICA EN VIVO",""
"csc-241","support","06 · OWNED SUPPORT","p","DRAFT","Cadence in practice · Recurring Reels and audience questions","Cadencia en práctica · Reels recurrentes y preguntas de la audiencia",""
"csc-242","support","06 · OWNED SUPPORT","ol [aria-label]","DRAFT","Listen signals","Señales de escucha",""
"csc-243","support","06 · OWNED SUPPORT","p","DRAFT","Cadence","Cadencia",""
"csc-244","support","06 · OWNED SUPPORT","p","DRAFT","Publishing cadence designed around recurring Reels and audience questions","Cadencia de publicación diseñada alrededor de Reels recurrentes y preguntas de la audiencia",""
"csc-245","support","06 · OWNED SUPPORT","p","DRAFT","Questions","Preguntas",""
"csc-246","support","06 · OWNED SUPPORT","p","DRAFT","Editorial input","Insumo editorial",""
"csc-247","support","06 · OWNED SUPPORT","p","DRAFT","Responses","Respuestas",""
"csc-248","support","06 · OWNED SUPPORT","p","DRAFT","Support in circulation","Apoyo en circulación",""
"csc-249","support","06 · OWNED SUPPORT","p","DRAFT","Signal","Señal",""
"csc-250","support","06 · OWNED SUPPORT","p","DRAFT","What to deepen next","Qué profundizar después",""
"csc-251","support","06 · OWNED SUPPORT","h3","DRAFT","B · Owned layers","B · Capas propias",""
"csc-252","support","06 · OWNED SUPPORT","p","DRAFT","Need and experience, held on owned surfaces.","Necesidad y experiencia, sostenidas en espacios propios.",""
"csc-253","support","06 · OWNED SUPPORT","p","DRAFT","IN THE MOMENT","EN EL MOMENTO",""
"csc-254","support","06 · OWNED SUPPORT","h4","DRAFT","Immediate support","Apoyo inmediato",""
"csc-255","support","06 · OWNED SUPPORT","p","DRAFT","Protocols offer a useful next step when capacity is low.","Los protocolos ofrecen un próximo paso útil cuando la capacidad está baja.",""
"csc-256","support","06 · OWNED SUPPORT","span","DRAFT","Need","Necesidad",""
"csc-257","support","06 · OWNED SUPPORT","span","DRAFT","Urgent","Urgente",""
"csc-258","support","06 · OWNED SUPPORT","p","DRAFT","Four public protocols shipped: Pantallas, Desbordes, Sueño, and Hermanos","Cuatro protocolos públicos publicados: Pantallas, Desbordes, Sueño y Hermanos",""
"csc-259","support","06 · OWNED SUPPORT","img [alt]","DRAFT","Criar Sin Culpas immediate-support protocol system showing a mobile Desbordes guide, intervention stages, and three-step support path.","Sistema de protocolo de apoyo inmediato de Criar Sin Culpas, mostrando una guía móvil de Desbordes, etapas de intervención y una ruta de apoyo de tres pasos.",""
"csc-260","support","06 · OWNED SUPPORT","span","DRAFT","SHIPPED","PUBLICADO",""
"csc-261","support","06 · OWNED SUPPORT","p","DRAFT","Protocol · Intervention for low available attention","Protocolo · Intervención para momentos de poca atención disponible",""
"csc-262","support","06 · OWNED SUPPORT","p","DRAFT","Act now → Understand next","Actuar ahora → Entender después",""
"csc-263","support","06 · OWNED SUPPORT","img [alt]","DRAFT","Criar Sin Culpas Learn article on owned surfaces · longer-form guidance when more attention is available","Artículo de Aprende de Criar Sin Culpas en canales propios · guía más extensa cuando hay más atención disponible",""
"csc-264","support","06 · OWNED SUPPORT","span","DRAFT","SHIPPED","PUBLICADO",""
"csc-265","support","06 · OWNED SUPPORT","p","DRAFT","Aprende · Editorial depth on owned surfaces","Aprende · Profundidad editorial en espacios propios",""
"csc-266","support","06 · OWNED SUPPORT","p","DRAFT","BETWEEN MOMENTS","ENTRE MOMENTOS",""
"csc-267","support","06 · OWNED SUPPORT","h4","DRAFT","Learning","Aprendizaje",""
"csc-268","support","06 · OWNED SUPPORT","p","DRAFT","Editorial guidance helps parents understand what happened and prepare for what comes next.","La guía editorial ayuda a las familias a entender lo que pasó y prepararse para lo que sigue.",""
"csc-269","support","06 · OWNED SUPPORT","span","DRAFT","Experience","Experiencia",""
"csc-270","support","06 · OWNED SUPPORT","span","DRAFT","Understanding","Comprensión",""
"csc-271","support","06 · OWNED SUPPORT","p","DRAFT","Aprende · Editorial content · Method","Aprende · Contenido editorial · Método",""
"csc-272","support","06 · OWNED SUPPORT","p","DRAFT","OVER TIME","CON EL TIEMPO",""
"csc-273","support","06 · OWNED SUPPORT","h4","DRAFT","Deeper support","Apoyo más profundo",""
"csc-274","support","06 · OWNED SUPPORT","p","DRAFT","Deeper support creates continuity for needs that cannot be solved by an article or protocol alone.","El apoyo más profundo crea continuidad para necesidades que un artículo o un protocolo por sí solos no pueden resolver.",""
"csc-275","support","06 · OWNED SUPPORT","p","DRAFT","Agresión · Ansiedad · Límites","Agresión · Ansiedad · Límites",""
"csc-276","support","06 · OWNED SUPPORT","p","DRAFT","Next layer · Structured support · not yet shipped","Siguiente capa · Apoyo estructurado · aún no publicado",""
"csc-277","support","06 · OWNED SUPPORT","h3","DRAFT","C · Pathway","C · Ruta",""
"csc-278","support","06 · OWNED SUPPORT","span","DRAFT","REAL QUESTION","PREGUNTA REAL",""
"csc-279","support","06 · OWNED SUPPORT","span","DRAFT","PUBLISHED RESPONSE","RESPUESTA PUBLICADA",""
"csc-280","support","06 · OWNED SUPPORT","span","DRAFT","SIGNAL","SEÑAL",""
"csc-281","support","06 · OWNED SUPPORT","span","DRAFT","OWNED SUPPORT","APOYO PROPIO",""
"csc-282","support","06 · OWNED SUPPORT","span","DRAFT","PRODUCT LEARNING","APRENDIZAJE DE PRODUCTO",""
"csc-283","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","From protocol to product signal","Del protocolo a la señal de producto",""
"csc-284","product-signal","07 · WHAT BEHAVIOR TAUGHT","h2","DRAFT","I built the protocols as interventions. [line break] Behavior revealed they were also product tests","Construí los protocolos como intervenciones. [line break] El comportamiento reveló que también eran pruebas de producto",""
"csc-285","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Protocols were both interventions and product tests. They showed what parents reached for first, what language helped, and where immediate relief needed to become continued support.","Los protocolos fueron a la vez intervenciones y pruebas de producto. Mostraron qué buscaban primero las familias, qué lenguaje ayudaba y dónde el alivio inmediato necesitaba convertirse en apoyo continuo.",""
"csc-286","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Evidence / Product signal","Evidencia [line break] Señal de producto",""
"csc-287","product-signal","07 · WHAT BEHAVIOR TAUGHT","h3","DRAFT","The strongest value was not more content. It was practical relief, navigable language, and continuity","El valor más fuerte no fue más contenido. Fue alivio práctico, lenguaje que orienta y continuidad",""
"csc-288","product-signal","07 · WHAT BEHAVIOR TAUGHT","p [aria-label]","DRAFT","From use to product change","Del uso al cambio de producto",""
"csc-289","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Use","Usar",""
"csc-290","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Observe","Observar",""
"csc-291","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Learn","Aprender",""
"csc-292","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Change","Cambiar",""
"csc-293","product-signal","07 · WHAT BEHAVIOR TAUGHT","img [alt]","DRAFT","Testing plan artifact: from protocol to product signal, distinguishing the Pantallas and Desbordes experience test from the Agresión, Ansiedad, and Límites premium cohort, ending in a support-ecosystem decision.","Artefacto del plan de prueba: del protocolo a la señal de producto, distinguiendo la prueba de experiencia de Pantallas y Desbordes de la cohorte premium de Agresión, Ansiedad y Límites, terminando en una decisión sobre el ecosistema de apoyo.",""
"csc-294","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","EVIDENCE","EVIDENCIA",""
"csc-295","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Testing plan · Free support experience → signals → deeper structured offer","Plan de prueba · Experiencia de apoyo gratuita → señales → oferta estructurada más profunda",""
"csc-296","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Behavioral evidence","Evidencia de comportamiento",""
"csc-297","product-signal","07 · WHAT BEHAVIOR TAUGHT","h3","DRAFT","Four signals that changed what I built next","Cuatro señales que cambiaron lo que construí después",""
"csc-298","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","A 91-day reporting window is a small sample. It was still enough to correct two assumptions I had made about how this content would be used.","Una ventana de 91 días es una muestra pequeña. Aun así fue suficiente para corregir dos supuestos míos sobre cómo se usaría este contenido.",""
"csc-299","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Evidence","Evidencia",""
"csc-300","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Interpretation","Interpretación",""
"csc-301","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Decision","Decisión",""
"csc-302","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Established","Establecido",""
"csc-303","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Entry signal","Señal de entrada",""
"csc-304","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Pantallas visitors","Visitantes de Pantallas",""
"csc-305","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Evidence","Evidencia",""
"csc-306","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Pantallas reached 71 visitors with <strong>72% average scroll depth</strong>.","Pantallas alcanzó 71 visitantes con 72% de profundidad de scroll promedio.",""
"csc-307","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Interpretation","Interpretación",""
"csc-308","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","A familiar, immediate conflict became the strongest protocol entry point.","Un conflicto conocido e inmediato se convirtió en el punto de entrada más fuerte a los protocolos.",""
"csc-309","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Decision","Decisión",""
"csc-310","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Keep urgent, recognizable needs at the front of the public support layer.","Mantener las necesidades urgentes y reconocibles al frente de la capa pública de apoyo.",""
"csc-311","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Established","Establecido",""
"csc-312","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Pantallas was positioned as a designed entry route into related protocols, deeper learning, and later support pathways, an emerging progression, not yet a validated default across all traffic.","Pantallas se posicionó como ruta de entrada diseñada hacia protocolos relacionados, aprendizaje más profundo y caminos de apoyo posteriores: una progresión emergente, aunque todavía no una ruta validada para la totalidad del tráfico.",""
"csc-313","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Depth signal","Señal de profundidad",""
"csc-314","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","sec","seg",""
"csc-315","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Desbordes attention","Atención en Desbordes",""
"csc-316","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Evidence","Evidencia",""
"csc-317","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Desbordes reached 41 visitors, <strong>79% average scroll depth</strong>, and 108 seconds average time on page.","Desbordes alcanzó 41 visitantes, 79% de profundidad de scroll promedio y 108 segundos de tiempo promedio en la página.",""
"csc-318","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Interpretation","Interpretación",""
"csc-319","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Parents did not only sample acute-support content. They stayed with it.","Las familias no solo probaron el contenido de apoyo agudo. Se quedaron con él.",""
"csc-320","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Decision","Decisión",""
"csc-321","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Prioritize concise intervention first, with enough depth to support understanding after the immediate moment.","Priorizar primero la intervención concisa, con suficiente profundidad para apoyar la comprensión después del momento inmediato.",""
"csc-322","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Established","Establecido",""
"csc-323","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Protocol pages were structured for rapid orientation under pressure, with denser explanation moved into Aprende and later layers rather than into the first screen.","Las páginas de protocolo se estructuraron para orientación rápida bajo presión, y la explicación más densa se movió a Aprende y a capas posteriores, no a la primera pantalla.",""
"csc-324","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Pathway signal","Señal de ruta",""
"csc-325","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","~30%","~30%",""
"csc-326","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Portal entries","Entradas al portal",""
"csc-327","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Evidence","Evidencia",""
"csc-328","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","<strong>67 unique visitors</strong> triggered portal_entered, approximately 30% of the 223 visitors in the reporting window.","67 visitantes únicos activaron portal_entered, aproximadamente el 30% de los 223 visitantes en la ventana de reporte.",""
"csc-329","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Interpretation","Interpretación",""
"csc-330","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","A meaningful share moved beyond an individual page into the broader support environment.","Una porción significativa avanzó más allá de una página individual hacia el entorno de apoyo más amplio.",""
"csc-331","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Decision","Decisión",""
"csc-332","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Continue developing an owned pathway rather than treating protocols as isolated content.","Continuar desarrollando una ruta propia en lugar de tratar los protocolos como contenido aislado.",""
"csc-333","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Established","Establecido",""
"csc-334","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","The information architecture connected protocols to portal entry, learning surfaces, and an emerging path toward continued support, without claiming that progression is commercially validated.","La arquitectura de información conectó protocolos con la entrada al portal, espacios de aprendizaje y una ruta emergente hacia apoyo continuo, sin afirmar que esa progresión ya esté validada comercialmente.",""
"csc-335","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Language signal","Señal de idioma",""
"csc-336","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Language changes","Cambios de idioma",""
"csc-337","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Evidence","Evidencia",""
"csc-338","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","<strong>45 unique visitors</strong> triggered language_changed.","45 visitantes únicos activaron language_changed.",""
"csc-339","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Interpretation","Interpretación",""
"csc-340","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Visitors actively used the bilingual capability.","Los visitantes usaron activamente las funciones bilingües.",""
"csc-341","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Decision","Decisión",""
"csc-342","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Treat bilingual delivery as experience infrastructure, not a translation layer.","Tratar la entrega bilingüe como infraestructura de experiencia, no como una capa de traducción.",""
"csc-343","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Established","Establecido",""
"csc-344","product-signal","07 · WHAT BEHAVIOR TAUGHT","span","DRAFT","Language became a first-class part of the experience. It shipped and is actively used, while broader distribution of that bilingual reach remains unproven.","El idioma pasó a ser parte central de la experiencia. Está publicado y se usa de forma activa, mientras la distribución más amplia de ese alcance bilingüe sigue sin probarse.",""
"csc-345","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Plausible Analytics · 91-day window · May 22–August 20, 2026","Plausible Analytics · ventana de 91 días · 22 de mayo–20 de agosto, 2026",""
"csc-346","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","I initially treated the protocols as educational content. Behavior showed that families reached for them as intervention tools, so I changed how I structured, measured, and maintained the experience.","Al principio traté los protocolos como contenido educativo. El comportamiento mostró que las familias los buscaban como herramientas de intervención, así que cambié la forma de estructurar, medir y mantener la experiencia.",""
"csc-347","product-signal","07 · WHAT BEHAVIOR TAUGHT","aside [aria-label]","DRAFT","Decision","Decisión",""
"csc-348","product-signal","07 · WHAT BEHAVIOR TAUGHT","p","DRAFT","Decision","Decisión",""
"csc-349","operations","10 · Operate","span","DRAFT","Behind the screen","Detrás de la pantalla",""
"csc-350","operations","10 · Operate","h2","DRAFT","The public experience was only one layer","La experiencia pública era solo una capa",""
"csc-351","operations","10 · Operate","p","DRAFT","Behind it, the practice gained the rhythms, responsibilities, production paths, workspaces, access systems, and measurement needed to keep the work moving.","Detrás de ella, la práctica ganó los ritmos, responsabilidades, rutas de producción, espacios de trabajo, sistemas de acceso y medición necesarios para mantener el trabajo en movimiento.",""
"csc-352","operations","10 · Operate","h3","DRAFT","Operating system","Sistema operativo",""
"csc-353","operations","10 · Operate","p","DRAFT","How the practice stays coherent over time.","Cómo la práctica se mantiene coherente en el tiempo.",""
"csc-354","operations","10 · Operate","img [alt]","DRAFT","Operating rhythm and publishing cadence behind the public surface","Ritmo operativo y cadencia de publicación detrás de lo visible al público",""
"csc-355","operations","10 · Operate","span","DRAFT","OPERATING","OPERACIÓN",""
"csc-356","operations","10 · Operate","h3","DRAFT","Rhythm","Ritmo",""
"csc-357","operations","10 · Operate","p","DRAFT","I set a recurring rhythm that connects planning, publishing, review, and the next editorial decision.","Establecí un ritmo recurrente que conecta planeación, publicación, revisión y la siguiente decisión editorial.",""
"csc-358","operations","10 · Operate","img [alt]","DRAFT","Ownership and governance · inputs, shared governance, and ownership across Nari and LG Studio","Responsabilidades y toma de decisiones · aportes, decisiones compartidas y responsabilidades entre Nari y LG Studio",""
"csc-359","operations","10 · Operate","span","DRAFT","SYSTEM","SISTEMA",""
"csc-360","operations","10 · Operate","h3","DRAFT","Governance","Reglas del sistema",""
"csc-361","operations","10 · Operate","p","DRAFT","I wrote the rules: who decides what, what is allowed to change, and what has to stay stable.","Escribí las reglas: quién decide qué, qué puede cambiar y qué debe permanecer estable.",""
"csc-362","operations","10 · Operate","img [alt]","DRAFT","Measurement model · signal capture, pattern reporting, interpretation, and the next editorial move","Modelo de medición · captura de señal, reporte de patrones, interpretación y el siguiente movimiento editorial",""
"csc-363","operations","10 · Operate","span","DRAFT","SYSTEM","SISTEMA",""
"csc-364","operations","10 · Operate","h3","DRAFT","Measurement","Medición",""
"csc-365","operations","10 · Operate","p","DRAFT","Protocols were structured to capture use signals such as views, time on page, and share actions, allowing future product decisions to follow behavior rather than assumptions.","Los protocolos se estructuraron para capturar señales de uso como vistas, tiempo en página y acciones de compartir, permitiendo que las futuras decisiones de producto siguieran el comportamiento y no las suposiciones.",""
"csc-366","operations","10 · Operate","h3","DRAFT","Enabling infrastructure","Infraestructura habilitante",""
"csc-367","operations","10 · Operate","p","DRAFT","The surfaces that make that practice runnable.","Las piezas que hacen operable esa práctica.",""
"csc-368","operations","10 · Operate","img [alt]","DRAFT","Production · three-phase journey from diagnóstico to arquitectura to activación","Producción · recorrido de tres fases, de diagnóstico a arquitectura a activación",""
"csc-369","operations","10 · Operate","span","DRAFT","OPERATING","OPERACIÓN",""
"csc-370","operations","10 · Operate","h3","DRAFT","Production","Producción",""
"csc-371","operations","10 · Operate","p","DRAFT","I defined the path from signal to shipped support, so publishing no longer depended on improvisation.","Definí la ruta de la señal al apoyo publicado, para que publicar dejara de depender de la improvisación.",""
"csc-372","operations","10 · Operate","img [alt]","DRAFT","Client workspace · context, decisions, priorities, history, and active work in one operating surface","Espacio de trabajo del cliente · contexto, decisiones, prioridades, historial y trabajo activo en un solo espacio operativo",""
"csc-373","operations","10 · Operate","span","DRAFT","OPERATING","OPERACIÓN",""
"csc-374","operations","10 · Operate","h3","DRAFT","Client workspace","Espacio de trabajo del cliente",""
"csc-375","operations","10 · Operate","p","DRAFT","Context, priorities, and active decisions moved into one continuous environment.","El contexto, las prioridades y las decisiones activas se trasladaron a un solo entorno continuo.",""
"csc-376","operations","10 · Operate","img [alt]","DRAFT","Protected access · StrategyIQ secure portal into client workspaces and operating infrastructure","Acceso protegido · portal seguro de StrategyIQ hacia los espacios de trabajo del cliente y la infraestructura operativa",""
"csc-377","operations","10 · Operate","span","DRAFT","OPERATING","OPERACIÓN",""
"csc-378","operations","10 · Operate","h3","DRAFT","Protected access","Acceso protegido",""
"csc-379","operations","10 · Operate","p","DRAFT","The architecture could support continuity beyond public content.","La arquitectura podía sostener la continuidad más allá del contenido público.",""
"csc-380","product","10 · From support to product","span","DRAFT","From support to product","Del apoyo al producto",""
"csc-381","product","10 · From support to product","h2","DRAFT","Support needed more than content. [line break] It needed a path into continued care","El apoyo necesitaba más que contenido. [line break] Necesitaba un camino hacia el acompañamiento continuo",""
"csc-382","product","10 · From support to product","p","DRAFT","I architected the connection between free public resources, a calmer learning environment, targeted access, and membership. The value on offer is not premium content for its own sake. It is navigation, preparation, and continuity.","Diseñé la arquitectura que conecta los recursos públicos gratuitos, un entorno de aprendizaje más calmado, el acceso puntual y la membresía. El valor que se ofrece no es contenido premium por sí mismo. Es navegación, preparación y continuidad.",""
"csc-383","product","10 · From support to product","div [aria-label]","DRAFT","Three-layer product model","Modelo de producto de tres capas",""
"csc-384","product","10 · From support to product","p","DRAFT","Public resources","Recursos públicos",""
"csc-385","product","10 · From support to product","p","DRAFT","Free and genuinely useful.","Gratuitos y genuinamente útiles.",""
