id,type,section,source_en,translation_es,notes
05_designing_for_the_moment_012,list,"05 · DESIGNING FOR THE MOMENT","Shorter intervention paths","Rutas de intervención más cortas",""
05_designing_for_the_moment_013,list,"05 · DESIGNING FOR THE MOMENT","Scannability","Facilidad de escaneo",""
05_designing_for_the_moment_014,list,"05 · DESIGNING FOR THE MOMENT","Protocols","Protocolos",""
05_designing_for_the_moment_015,list,"05 · DESIGNING FOR THE MOMENT","Navigation","Navegación",""
05_designing_for_the_moment_016,list,"05 · DESIGNING FOR THE MOMENT","Writing","Redacción",""
05_designing_for_the_moment_017,list,"05 · DESIGNING FOR THE MOMENT","Illustration","Ilustración",""
05_designing_for_the_moment_018,list,"05 · DESIGNING FOR THE MOMENT","Support-choice architecture","Arquitectura de elección de apoyo",""
05_designing_for_the_moment_019,heading,"05 · DESIGNING FOR THE MOMENT","Scannability is a form of care.","La facilidad de escaneo es una forma de cuidado.",""
05_designing_for_the_moment_020,body,"05 · DESIGNING FOR THE MOMENT","LIVED USE Short sections, strong visual anchors, and immediate next steps reduced the amount a parent had to interpret while already overwhelmed.","USO VIVIDO Secciones cortas, anclas visuales fuertes y próximos pasos inmediatos redujeron lo que una madre o un padre tenía que interpretar mientras ya estaba desbordado.",""
05_designing_for_the_moment_alt_021,alt,"05 · DESIGNING FOR THE MOMENT","StrategyIQ protocol world with a glowing central Meltdowns card, secondary protocol cards, and open space for live copy","Mundo de protocolos de StrategyIQ con una tarjeta central iluminada de Desbordes, tarjetas de protocolo secundarias y espacio abierto para copy en vivo","Image alt text · translate for accessibility"
05_designing_for_the_moment_alt_022,alt,"05 · DESIGNING FOR THE MOMENT","Parent using the Criar Sin Culpas Desbordes protocol on a phone while holding a child's toy, with annotations showing why the experience works under pressure","Madre o padre usando el protocolo Desbordes de Criar Sin Culpas en el teléfono mientras sostiene el juguete de un hijo, con anotaciones que muestran por qué la experiencia funciona bajo presión","Image alt text · translate for accessibility"
05_designing_for_the_moment_aria_023,aria,"05 · DESIGNING FOR THE MOMENT","Parent conditions","Condiciones de las familias","Screen-reader label"
05_designing_for_the_moment_aria_024,aria,"05 · DESIGNING FOR THE MOMENT","Design implications","Implicaciones de diseño","Screen-reader label"
06_from_protocol_to_product__001,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","From protocol to product signal","Del protocolo a la señal de producto",""
06_from_protocol_to_product__002,heading,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Each protocol supported the moment. / Each use taught us what came next.","Cada protocolo sostenía el momento. / Cada uso nos enseñaba lo que seguía.",""
06_from_protocol_to_product__003,lede,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Protocols were both interventions and product tests. They showed what parents reached for first, what language helped, and where immediate relief needed to become continued support.","Los protocolos fueron a la vez intervenciones y pruebas de producto. Mostraron qué buscaban primero las familias, qué lenguaje ayudaba y dónde el alivio inmediato necesitaba convertirse en apoyo continuo.",""
06_from_protocol_to_product__004,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Evidence / Product signal","Evidencia / Señal de producto",""
06_from_protocol_to_product__005,heading,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","The strongest value was not more content. It was practical relief, navigable language, and continuity.","El valor más fuerte no fue más contenido. Fue alivio práctico, lenguaje navegable y continuidad.",""
06_from_protocol_to_product__006,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Use → Observe → Learn → Change","Usar → Observar → Aprender → Cambiar",""
06_from_protocol_to_product__007,caption,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","EVIDENCE Testing plan · Free support experience → signals → deeper structured offer","EVIDENCIA Plan de prueba · Experiencia de apoyo gratuita → señales → oferta estructurada más profunda",""
06_from_protocol_to_product__008,label,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Decision","Decisión",""
06_from_protocol_to_product__009,heading,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Build a support ecosystem, not a content library.","Construir un entramado de apoyo, no una biblioteca de contenido.",""
06_from_protocol_to_product__010,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Free protocols handle the moment. Deeper programs build capacity before the next one.","Los protocolos gratuitos atienden el momento. Los programas más profundos construyen capacidad antes del siguiente.",""
06_from_protocol_to_product__011,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Free support → Evidence → Deeper support → New signals","Apoyo gratuito → Evidencia → Apoyo más profundo → Nuevas señales",""
06_from_protocol_to_product__alt_012,alt,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Testing plan artifact: from protocol to product signal, distinguishing the Pantallas and Desbordes experience test from the Agresión, Ansiedad, and Límites premium cohort, ending in a support-ecosystem decision.","Artefacto del plan de prueba: del protocolo a la señal de producto, distinguiendo la prueba de experiencia de Pantallas y Desbordes de la cohorte premium de Agresión, Ansiedad y Límites, terminando en una decisión de entramado de apoyo.","Image alt text · translate for accessibility"
06_from_protocol_to_product__aria_013,aria,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","From use to product change","Del uso al cambio de producto","Screen-reader label"
06_from_protocol_to_product__aria_014,aria,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Decision","Decisión","Screen-reader label"
07_from_circulation_to_owned_001,label,"07 · FROM CIRCULATION TO OWNED SUPPORT","From circulation to owned support","De la circulación al apoyo propio",""
07_from_circulation_to_owned_002,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","The feed surfaced the need. / The owned experience had to hold it.","El feed sacó a la superficie la necesidad. / La experiencia propia tenía que sostenerla.",""
07_from_circulation_to_owned_003,lede,"07 · FROM CIRCULATION TO OWNED SUPPORT","Social publishing exposed recurring questions and language in real time. The site gave those signals somewhere more durable to land: immediate protocols, deeper learning, and a path toward continued support.","La publicación en redes sociales expuso preguntas y lenguaje recurrentes en tiempo real. El sitio le dio a esas señales un lugar más duradero donde aterrizar: protocolos inmediatos, aprendizaje más profundo y un camino hacia el apoyo continuo.",""
07_from_circulation_to_owned_004,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","A · Listen","A · Escuchar",""
07_from_circulation_to_owned_005,caption,"07 · FROM CIRCULATION TO OWNED SUPPORT","SYSTEM IN THE MOMENT Real social moment → structured support on the phone","SISTEMA EN EL MOMENTO Momento social real → apoyo estructurado en el teléfono",""
07_from_circulation_to_owned_006,caption,"07 · FROM CIRCULATION TO OWNED SUPPORT","DOCUMENTARY + LIVE PRACTICE Cadence in practice · Recurring Reels and audience questions","DOCUMENTAL + PRÁCTICA EN VIVO Cadencia en práctica · Reels recurrentes y preguntas de la audiencia",""
07_from_circulation_to_owned_007,list,"07 · FROM CIRCULATION TO OWNED SUPPORT","Cadence Publishing cadence designed around recurring Reels and audience questions","Cadencia Cadencia de publicación diseñada alrededor de Reels recurrentes y preguntas de la audiencia",""
07_from_circulation_to_owned_008,list,"07 · FROM CIRCULATION TO OWNED SUPPORT","Questions Editorial input","Preguntas Insumo editorial",""
07_from_circulation_to_owned_009,list,"07 · FROM CIRCULATION TO OWNED SUPPORT","Responses Support in circulation","Respuestas Apoyo en circulación",""
07_from_circulation_to_owned_010,list,"07 · FROM CIRCULATION TO OWNED SUPPORT","Signal What to deepen next","Señal Qué profundizar después",""
07_from_circulation_to_owned_011,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","B · Owned layers","B · Capas propias",""
07_from_circulation_to_owned_012,lede,"07 · FROM CIRCULATION TO OWNED SUPPORT","Need and experience, held on owned surfaces.","Necesidad y experiencia, sostenidas en superficies propias.",""
07_from_circulation_to_owned_013,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","IN THE MOMENT","EN EL MOMENTO",""
07_from_circulation_to_owned_014,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","Immediate support","Apoyo inmediato",""
07_from_circulation_to_owned_015,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Protocols offer a useful next step when capacity is low.","Los protocolos ofrecen un próximo paso útil cuando la capacidad está baja.",""
07_from_circulation_to_owned_016,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Need Urgent","Necesidad Urgente",""
07_from_circulation_to_owned_017,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Four public protocols shipped: Pantallas, Desbordes, Sueño, and Hermanos","Cuatro protocolos públicos publicados: Pantallas, Desbordes, Sueño y Hermanos",""
07_from_circulation_to_owned_018,caption,"07 · FROM CIRCULATION TO OWNED SUPPORT","SHIPPED Protocol · Intervention for low available attention","PUBLICADO Protocolo · Intervención para atención disponible baja",""
07_from_circulation_to_owned_019,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Act now → Understand next","Actuar ahora → Entender después",""
07_from_circulation_to_owned_020,caption,"07 · FROM CIRCULATION TO OWNED SUPPORT","SHIPPED Aprende · Editorial depth on owned surfaces","PUBLICADO Aprende · Profundidad editorial en superficies propias",""
07_from_circulation_to_owned_021,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","BETWEEN MOMENTS","ENTRE MOMENTOS",""
07_from_circulation_to_owned_022,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","Learning","Aprendizaje",""
07_from_circulation_to_owned_023,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Editorial guidance helps parents understand what happened and prepare for what comes next.","La guía editorial ayuda a las familias a entender lo que pasó y prepararse para lo que sigue.",""
07_from_circulation_to_owned_024,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Experience Understanding","Experiencia Comprensión",""
07_from_circulation_to_owned_025,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Aprende · Editorial content · Method","Aprende · Contenido editorial · Método",""
07_from_circulation_to_owned_026,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","OVER TIME","CON EL TIEMPO",""
07_from_circulation_to_owned_027,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","Deeper support","Apoyo más profundo",""
07_from_circulation_to_owned_028,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Deeper support creates continuity for needs that cannot be solved by an article or protocol alone.","El apoyo más profundo crea continuidad para necesidades que un artículo o un protocolo por sí solos no pueden resolver.",""
07_from_circulation_to_owned_029,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Agresión · Ansiedad · Límites","Agresión · Ansiedad · Límites",""
07_from_circulation_to_owned_030,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Next layer · Structured support · not yet shipped","Siguiente capa · Apoyo estructurado · aún no publicado",""
07_from_circulation_to_owned_031,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","C · Pathway","C · Ruta",""
07_from_circulation_to_owned_032,lede,"07 · FROM CIRCULATION TO OWNED SUPPORT","REAL QUESTION → PUBLISHED RESPONSE → SIGNAL → OWNED SUPPORT → PRODUCT LEARNING","PREGUNTA REAL → RESPUESTA PUBLICADA → SEÑAL → APOYO PROPIO → APRENDIZAJE DE PRODUCTO",""
07_from_circulation_to_owned_alt_033,alt,"07 · FROM CIRCULATION TO OWNED SUPPORT","Real parent moment beside a structured Criar Sin Culpas support experience: immediate guidance, escalation ladder, and share or continue paths","Momento real de una madre o un padre junto a una experiencia de apoyo estructurada de Criar Sin Culpas: guía inmediata, escalera de escalada y rutas para compartir o continuar","Image alt text · translate for accessibility"
07_from_circulation_to_owned_alt_034,alt,"07 · FROM CIRCULATION TO OWNED SUPPORT","Documentary collage of Nari recording a Criar Sin Culpas Reel during the photoshoot, alongside real published Instagram posts and Reels from the live account","Collage documental de Nari grabando un Reel de Criar Sin Culpas durante la sesión de fotos, junto a publicaciones y Reels reales de la cuenta de Instagram en vivo","Image alt text · translate for accessibility"
07_from_circulation_to_owned_alt_035,alt,"07 · FROM CIRCULATION TO OWNED SUPPORT","Criar Sin Culpas immediate-support protocol system showing a mobile Desbordes guide, intervention stages, and three-step support path.","Sistema de protocolo de apoyo inmediato de Criar Sin Culpas, mostrando una guía móvil de Desbordes, etapas de intervención y una ruta de apoyo de tres pasos.","Image alt text · translate for accessibility"
07_from_circulation_to_owned_alt_036,alt,"07 · FROM CIRCULATION TO OWNED SUPPORT","Criar Sin Culpas Learn article on owned surfaces · longer-form guidance when more attention is available","Artículo de Aprende de Criar Sin Culpas en superficies propias · guía más extensa cuando hay más atención disponible","Image alt text · translate for accessibility"
07_from_circulation_to_owned_aria_037,aria,"07 · FROM CIRCULATION TO OWNED SUPPORT","Listen signals","Señales de escucha","Screen-reader label"
07_from_circulation_to_owned_aria_038,aria,"07 · FROM CIRCULATION TO OWNED SUPPORT","From question to product learning","De la pregunta al aprendizaje de producto","Screen-reader label"
08_behind_the_screen_001,label,"08 · BEHIND THE SCREEN","Behind the screen","Detrás de la pantalla",""
08_behind_the_screen_002,heading,"08 · BEHIND THE SCREEN","The public experience was only one layer.","La experiencia pública era solo una capa.",""
08_behind_the_screen_003,lede,"08 · BEHIND THE SCREEN","Behind it, the practice gained the rhythms, responsibilities, production paths, workspaces, access systems, and measurement needed to keep the work moving.","Detrás de ella, la práctica ganó los ritmos, responsabilidades, rutas de producción, espacios de trabajo, sistemas de acceso y medición necesarios para mantener el trabajo en movimiento.",""
08_behind_the_screen_004,heading,"08 · BEHIND THE SCREEN","Operating system","Sistema operativo",""
08_behind_the_screen_005,body,"08 · BEHIND THE SCREEN","How the practice stays coherent over time.","Cómo la práctica se mantiene coherente en el tiempo.",""
08_behind_the_screen_006,label,"08 · BEHIND THE SCREEN","OPERATING","OPERACIÓN",""
08_behind_the_screen_007,heading,"08 · BEHIND THE SCREEN","Rhythm","Ritmo",""
08_behind_the_screen_008,body,"08 · BEHIND THE SCREEN","A recurring rhythm connected planning, publishing, review, and the next editorial decision.","Un ritmo recurrente conectó la planificación, la publicación, la revisión y la siguiente decisión editorial.",""
08_behind_the_screen_009,label,"08 · BEHIND THE SCREEN","SYSTEM","SISTEMA",""
08_behind_the_screen_010,heading,"08 · BEHIND THE SCREEN","Governance","Gobernanza",""
08_behind_the_screen_011,body,"08 · BEHIND THE SCREEN","Decisions, responsibilities, and system rules gained clear ownership.","Las decisiones, responsabilidades y reglas del sistema ganaron propiedad clara.",""
08_behind_the_screen_013,heading,"08 · BEHIND THE SCREEN","Measurement","Medición",""
08_behind_the_screen_014,body,"08 · BEHIND THE SCREEN","Protocols were structured to capture use signals such as views, time on page, and share actions, allowing future product decisions to follow behavior rather than assumptions.","Los protocolos se estructuraron para capturar señales de uso como vistas, tiempo en página y acciones de compartir, permitiendo que las futuras decisiones de producto siguieran el comportamiento y no las suposiciones.",""
08_behind_the_screen_015,heading,"08 · BEHIND THE SCREEN","Enabling infrastructure","Infraestructura habilitante",""
08_behind_the_screen_016,body,"08 · BEHIND THE SCREEN","The surfaces that make that practice runnable.","Las superficies que hacen esa práctica operable.",""
08_behind_the_screen_018,heading,"08 · BEHIND THE SCREEN","Production","Producción",""
08_behind_the_screen_019,body,"08 · BEHIND THE SCREEN","Work gained a defined path from signal to shipped support.","El trabajo ganó una ruta definida, de la señal al apoyo publicado.",""
08_behind_the_screen_021,heading,"08 · BEHIND THE SCREEN","Client workspace","Espacio de trabajo del cliente",""
08_behind_the_screen_022,body,"08 · BEHIND THE SCREEN","Context, priorities, and active decisions moved into one continuous environment.","El contexto, las prioridades y las decisiones activas se trasladaron a un solo entorno continuo.",""
08_behind_the_screen_024,heading,"08 · BEHIND THE SCREEN","Protected access","Acceso protegido",""
08_behind_the_screen_025,body,"08 · BEHIND THE SCREEN","The architecture could support continuity beyond public content.","La arquitectura podía sostener continuidad más allá del contenido público.",""
08_behind_the_screen_alt_026,alt,"08 · BEHIND THE SCREEN","Operating rhythm and publishing cadence behind the public surface","Ritmo operativo y cadencia de publicación detrás de la superficie pública","Image alt text · translate for accessibility"
08_behind_the_screen_alt_027,alt,"08 · BEHIND THE SCREEN","Ownership and governance · inputs, shared governance, and ownership across Nari and LG Studio","Propiedad y gobernanza · insumos, gobernanza compartida y propiedad entre Nari y LG Studio","Image alt text · translate for accessibility"
08_behind_the_screen_alt_028,alt,"08 · BEHIND THE SCREEN","Measurement model · signal capture, pattern reporting, interpretation, and the next editorial move","Modelo de medición · captura de señal, reporte de patrones, interpretación y el siguiente movimiento editorial","Image alt text · translate for accessibility"
08_behind_the_screen_alt_029,alt,"08 · BEHIND THE SCREEN","Production · three-phase journey from diagnóstico to arquitectura to activación","Producción · recorrido de tres fases, de diagnóstico a arquitectura a activación","Image alt text · translate for accessibility"
08_behind_the_screen_alt_030,alt,"08 · BEHIND THE SCREEN","Client workspace · context, decisions, priorities, history, and active work in one operating surface","Espacio de trabajo del cliente · contexto, decisiones, prioridades, historial y trabajo activo en una sola superficie operativa","Image alt text · translate for accessibility"
08_behind_the_screen_alt_031,alt,"08 · BEHIND THE SCREEN","Protected access · StrategyIQ secure portal into client workspaces and operating infrastructure","Acceso protegido · portal seguro de StrategyIQ hacia los espacios de trabajo del cliente y la infraestructura operativa","Image alt text · translate for accessibility"
09_from_support_to_product_001,label,"09 · FROM SUPPORT TO PRODUCT","From support to product","Del apoyo al producto",""
09_from_support_to_product_002,heading,"09 · FROM SUPPORT TO PRODUCT","Support needed more than content. / It needed a path into continued care.","El apoyo necesitaba más que contenido. / Necesitaba un camino hacia el cuidado continuo.",""
09_from_support_to_product_003,lede,"09 · FROM SUPPORT TO PRODUCT","The product architecture connects free public resources, a calmer learning environment, targeted access, and membership. The value is not premium content for its own sake. It is navigation, preparation, and continuity.","La arquitectura de producto conecta recursos públicos gratuitos, un entorno de aprendizaje más calmado, acceso dirigido y membresía. El valor no es contenido premium por sí mismo. Es navegación, preparación y continuidad.",""
09_from_support_to_product_004,label,"09 · FROM SUPPORT TO PRODUCT","Public resources","Recursos públicos",""
09_from_support_to_product_005,body,"09 · FROM SUPPORT TO PRODUCT","Free and genuinely useful.","Gratuitos y genuinamente útiles.",""
09_from_support_to_product_006,label,"09 · FROM SUPPORT TO PRODUCT","El Estudio","El Estudio",""
09_from_support_to_product_007,body,"09 · FROM SUPPORT TO PRODUCT","A calmer, more continuous support environment.","Un entorno de apoyo más calmado y continuo.",""
09_from_support_to_product_008,label,"09 · FROM SUPPORT TO PRODUCT","Access architecture","Arquitectura de acceso",""
09_from_support_to_product_009,body,"09 · FROM SUPPORT TO PRODUCT","Access Pass · targeted / one-time · Membership · continuous support","Access Pass · dirigido / de un solo uso · Membresía · apoyo continuo",""
09_from_support_to_product_010,body,"09 · FROM SUPPORT TO PRODUCT","Understand what is happening","Entender qué está pasando",""
09_from_support_to_product_011,body,"09 · FROM SUPPORT TO PRODUCT","Decide what matters now","Decidir qué importa ahora",""
09_from_support_to_product_012,body,"09 · FROM SUPPORT TO PRODUCT","Take one useful next step","Dar un próximo paso útil",""
09_from_support_to_product_013,label,"09 · FROM SUPPORT TO PRODUCT","Architecture → Infrastructure","Arquitectura → Infraestructura",""
09_from_support_to_product_014,label,"09 · FROM SUPPORT TO PRODUCT","ARCHITECTED Product architecture · Access layers made legible","ARQUITECTADO Arquitectura de producto · Capas de acceso hechas legibles",""
09_from_support_to_product_015,label,"09 · FROM SUPPORT TO PRODUCT","IMPLEMENTING Access infrastructure · Authentication and protected continuity","EN IMPLEMENTACIÓN Infraestructura de acceso · Autenticación y continuidad protegida",""
09_from_support_to_product_016,label,"09 · FROM SUPPORT TO PRODUCT","Member environment · In implementation","Entorno de miembros · En implementación",""
09_from_support_to_product_017,body,"09 · FROM SUPPORT TO PRODUCT","El Estudio taking form","El Estudio tomando forma",""
09_from_support_to_product_018,label,"09 · FROM SUPPORT TO PRODUCT","IMPLEMENTING El Estudio · Access → Member environment → Learning experience","EN IMPLEMENTACIÓN El Estudio · Acceso → Entorno de miembros → Experiencia de aprendizaje",""
09_from_support_to_product_019,label,"09 · FROM SUPPORT TO PRODUCT","Current state","Estado actual",""
09_from_support_to_product_020,label,"09 · FROM SUPPORT TO PRODUCT","SHIPPED","PUBLICADO",""
09_from_support_to_product_021,heading,"09 · FROM SUPPORT TO PRODUCT","Shipped","Publicado",""
09_from_support_to_product_022,list,"09 · FROM SUPPORT TO PRODUCT","Public bilingual platform","Plataforma pública bilingüe",""
09_from_support_to_product_023,list,"09 · FROM SUPPORT TO PRODUCT","Four public protocols: Pantallas, Desbordes, Sueño, and Hermanos","Cuatro protocolos públicos: Pantallas, Desbordes, Sueño y Hermanos",""
09_from_support_to_product_024,list,"09 · FROM SUPPORT TO PRODUCT","Editorial surface","Superficie editorial",""
09_from_support_to_product_025,list,"09 · FROM SUPPORT TO PRODUCT","Visual and illustration systems","Sistemas visuales y de ilustración",""
09_from_support_to_product_026,list,"09 · FROM SUPPORT TO PRODUCT","Analytics instrumentation for the protocol experience","Instrumentación analítica para la experiencia de protocolo",""
09_from_support_to_product_027,label,"09 · FROM SUPPORT TO PRODUCT","ARCHITECTED","ARQUITECTADO",""
09_from_support_to_product_028,heading,"09 · FROM SUPPORT TO PRODUCT","Architected","Arquitectado",""
09_from_support_to_product_029,list,"09 · FROM SUPPORT TO PRODUCT","El Estudio product model","Modelo de producto de El Estudio",""
09_from_support_to_product_030,list,"09 · FROM SUPPORT TO PRODUCT","Access and permissions","Acceso y permisos",""
09_from_support_to_product_031,list,"09 · FROM SUPPORT TO PRODUCT","Membership and monetization model","Modelo de membresía y monetización",""
09_from_support_to_product_032,list,"09 · FROM SUPPORT TO PRODUCT","Measurement model","Modelo de medición",""
09_from_support_to_product_033,label,"09 · FROM SUPPORT TO PRODUCT","IMPLEMENTING","EN IMPLEMENTACIÓN",""
09_from_support_to_product_034,heading,"09 · FROM SUPPORT TO PRODUCT","Implementing","En implementación",""
09_from_support_to_product_035,list,"09 · FROM SUPPORT TO PRODUCT","Authentication and payments","Autenticación y pagos",""
09_from_support_to_product_036,list,"09 · FROM SUPPORT TO PRODUCT","Protected experience","Experiencia protegida",""
09_from_support_to_product_037,list,"09 · FROM SUPPORT TO PRODUCT","Member infrastructure","Infraestructura de miembros",""
09_from_support_to_product_038,label,"09 · FROM SUPPORT TO PRODUCT","STILL TO VALIDATE","AÚN POR VALIDAR",""
09_from_support_to_product_039,heading,"09 · FROM SUPPORT TO PRODUCT","Still to validate","Aún por validar",""
09_from_support_to_product_040,list,"09 · FROM SUPPORT TO PRODUCT","Conversion and activation","Conversión y activación",""
09_from_support_to_product_041,list,"09 · FROM SUPPORT TO PRODUCT","Adoption and retention","Adopción y retención",""
09_from_support_to_product_042,list,"09 · FROM SUPPORT TO PRODUCT","Pricing","Precio",""
09_from_support_to_product_043,list,"09 · FROM SUPPORT TO PRODUCT","Commercial performance","Desempeño comercial",""
09_from_support_to_product_044,heading,"09 · FROM SUPPORT TO PRODUCT","The architecture is defined. / The infrastructure is catching up.","La arquitectura está definida. / La infraestructura la está alcanzando.",""
09_from_support_to_product_045,body,"09 · FROM SUPPORT TO PRODUCT","What remains is implementation, adoption, and proof.","Lo que queda es implementación, adopción y evidencia.",""
09_from_support_to_product_046,body,"09 · FROM SUPPORT TO PRODUCT","Shipped → Architected → Implementing → Validating","Publicado → Arquitectado → En implementación → Validando",""
09_from_support_to_product_alt_047,alt,"09 · FROM SUPPORT TO PRODUCT","Product architecture diagram showing public resources, El Estudio, and access layers as a designed support system","Diagrama de arquitectura de producto mostrando recursos públicos, El Estudio y capas de acceso como un sistema de apoyo diseñado","Image alt text · translate for accessibility"
09_from_support_to_product_alt_048,alt,"09 · FROM SUPPORT TO PRODUCT","Protected access and account infrastructure · identity, client, and workspace layers for continuing the work","Acceso protegido e infraestructura de cuenta · capas de identidad, cliente y espacio de trabajo para continuar el trabajo","Image alt text · translate for accessibility"
09_from_support_to_product_alt_049,alt,"09 · FROM SUPPORT TO PRODUCT","El Estudio member environment in implementation · Access, El Estudio, and architecture as one composition taking form","Entorno de miembros de El Estudio en implementación · Acceso, El Estudio y arquitectura como una sola composición tomando forma","Image alt text · translate for accessibility"
09_from_support_to_product_aria_050,aria,"09 · FROM SUPPORT TO PRODUCT","Three-layer product model","Modelo de producto de tres capas","Screen-reader label"
09_from_support_to_product_aria_051,aria,"09 · FROM SUPPORT TO PRODUCT","Experience principle","Principio de experiencia","Screen-reader label"
10_what_actually_changed_001,label,"10 · WHAT ACTUALLY CHANGED","What actually changed","Lo que realmente cambió",""
10_what_actually_changed_002,heading,"10 · WHAT ACTUALLY CHANGED","What actually changed","Lo que realmente cambió",""
10_what_actually_changed_003,lede,"10 · WHAT ACTUALLY CHANGED","This is a living practice, not a finished portfolio artifact. Some capabilities are operating now. Others are architected, implementing, or still waiting to be validated.","Esta es una práctica viva, no un artefacto de portafolio terminado. Algunas capacidades ya están operando. Otras están arquitectadas, en implementación, o aún esperando validarse.",""
10_what_actually_changed_004,label,"10 · WHAT ACTUALLY CHANGED","Evidence of material change","Evidencia de cambio material",""
10_what_actually_changed_005,label,"10 · WHAT ACTUALLY CHANGED","Existing condition","Condición existente",""
10_what_actually_changed_006,body,"10 · WHAT ACTUALLY CHANGED","~30K","~30K",""
10_what_actually_changed_007,body,"10 · WHAT ACTUALLY CHANGED","Instagram followers already existed before the owned system.","Seguidores en Instagram que ya existían antes del sistema propio.",""
10_what_actually_changed_008,body,"10 · WHAT ACTUALLY CHANGED","Approximate starting audience documented in engagement materials.","Audiencia inicial aproximada, documentada en los materiales de levantamiento.",""
10_what_actually_changed_009,label,"10 · WHAT ACTUALLY CHANGED","Shipped support","Apoyo publicado",""
10_what_actually_changed_010,body,"10 · WHAT ACTUALLY CHANGED","Bilingual protocols launched on the owned platform.","Protocolos bilingües lanzados en la plataforma propia.",""
10_what_actually_changed_011,body,"10 · WHAT ACTUALLY CHANGED","Pantallas · Desbordes · Sueño · Hermanos","Pantallas · Desbordes · Sueño · Hermanos",""
10_what_actually_changed_012,label,"10 · WHAT ACTUALLY CHANGED","Owned experience","Experiencia propia",""
10_what_actually_changed_013,body,"10 · WHAT ACTUALLY CHANGED","Public + bilingual","Pública + bilingüe",""
10_what_actually_changed_014,body,"10 · WHAT ACTUALLY CHANGED","Support moved beyond social publishing into owned protocols, editorial guidance, and reusable pathways.","El apoyo pasó de la publicación en redes sociales a protocolos propios, guía editorial y rutas reutilizables.",""
10_what_actually_changed_015,label,"10 · WHAT ACTUALLY CHANGED","Operating practice","Práctica operativa",""
10_what_actually_changed_016,body,"10 · WHAT ACTUALLY CHANGED","Defined system","Sistema definido",""
10_what_actually_changed_017,body,"10 · WHAT ACTUALLY CHANGED","Rhythm, governance, measurement, and production now connect signals to shipped support.","Ritmo, gobernanza, medición y producción ahora conectan las señales con el apoyo publicado.",""
10_what_actually_changed_018,body,"10 · WHAT ACTUALLY CHANGED","VOICE","VOZ",""
10_what_actually_changed_019,body,"10 · WHAT ACTUALLY CHANGED","Individual expression","Expresión individual",""
10_what_actually_changed_020,body,"10 · WHAT ACTUALLY CHANGED","Structured, governed brand voice","Voz de marca estructurada y gobernada",""
10_what_actually_changed_021,body,"10 · WHAT ACTUALLY CHANGED","KNOWLEDGE","CONOCIMIENTO",""
10_what_actually_changed_022,body,"10 · WHAT ACTUALLY CHANGED","Dispersed expertise","Experiencia dispersa",""
10_what_actually_changed_023,body,"10 · WHAT ACTUALLY CHANGED","Navigable support and editorial architecture","Arquitectura de apoyo y contenido editorial navegable",""
10_what_actually_changed_024,body,"10 · WHAT ACTUALLY CHANGED","PLATFORM","PLATAFORMA",""
10_what_actually_changed_025,body,"10 · WHAT ACTUALLY CHANGED","Instagram-dependent presence","Presencia dependiente de Instagram",""
10_what_actually_changed_026,body,"10 · WHAT ACTUALLY CHANGED","Owned bilingual support experience","Experiencia de apoyo bilingüe propia",""
10_what_actually_changed_027,body,"10 · WHAT ACTUALLY CHANGED","OPERATIONS","OPERACIÓN",""
10_what_actually_changed_028,body,"10 · WHAT ACTUALLY CHANGED","Individual publishing","Publicación individual",""
