id,type,section,source_en,translation_es,notes
06_from_protocol_to_product__041,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","45 unique visitors triggered language_changed.",,""
06_from_protocol_to_product__043,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Visitors actively used the bilingual capability.",,""
06_from_protocol_to_product__045,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Treat bilingual delivery as experience infrastructure, not a translation layer.",,""
06_from_protocol_to_product__046,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Plausible Analytics · 91-day window · May 22–August 20, 2026",,""
06_from_protocol_to_product__047,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","We initially assumed the opportunity was to organize educational content. Behavior showed that parents first needed immediate, navigable support. That changed the architecture.",,""
06_from_protocol_to_product__049,heading,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Build a support ecosystem, not a content library.",,""
06_from_protocol_to_product__050,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Free protocols handle the moment. Deeper programs build capacity before the next one.",,""
06_from_protocol_to_product__051,body,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Free support → Evidence → Deeper support → New signals",,""
06_from_protocol_to_product__alt_052,alt,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Testing plan artifact: from protocol to product signal, distinguishing the Pantallas and Desbordes experience test from the Agresión, Ansiedad, and Límites premium cohort, ending in a support-ecosystem decision.",,"Image alt text · translate for accessibility"
06_from_protocol_to_product__aria_053,aria,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","From use to product change",,"Screen-reader label"
06_from_protocol_to_product__aria_054,aria,"06 · FROM PROTOCOL TO PRODUCT SIGNAL","Decision",,"Screen-reader label"
07_from_circulation_to_owned_001,label,"07 · FROM CIRCULATION TO OWNED SUPPORT","From circulation to owned support",,""
07_from_circulation_to_owned_002,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","The feed surfaced the need. / The owned experience had to hold it.",,""
07_from_circulation_to_owned_003,lede,"07 · FROM CIRCULATION TO OWNED SUPPORT","Social publishing exposed recurring questions and language in real time. The site gave those signals somewhere more durable to land: immediate protocols, deeper learning, and a path toward continued support.",,""
07_from_circulation_to_owned_004,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","A · Listen",,""
07_from_circulation_to_owned_005,caption,"07 · FROM CIRCULATION TO OWNED SUPPORT","SYSTEM IN THE MOMENT Real social moment → structured support on the phone",,""
07_from_circulation_to_owned_006,caption,"07 · FROM CIRCULATION TO OWNED SUPPORT","DOCUMENTARY + LIVE PRACTICE Cadence in practice · Recurring Reels and audience questions",,""
07_from_circulation_to_owned_007,list,"07 · FROM CIRCULATION TO OWNED SUPPORT","Cadence Publishing cadence designed around recurring Reels and audience questions",,""
07_from_circulation_to_owned_008,list,"07 · FROM CIRCULATION TO OWNED SUPPORT","Questions Editorial input",,""
07_from_circulation_to_owned_009,list,"07 · FROM CIRCULATION TO OWNED SUPPORT","Responses Support in circulation",,""
07_from_circulation_to_owned_010,list,"07 · FROM CIRCULATION TO OWNED SUPPORT","Signal What to deepen next",,""
07_from_circulation_to_owned_011,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","B · Owned layers",,""
07_from_circulation_to_owned_012,lede,"07 · FROM CIRCULATION TO OWNED SUPPORT","Need and experience, held on owned surfaces.",,""
07_from_circulation_to_owned_013,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","IN THE MOMENT",,""
07_from_circulation_to_owned_014,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","Immediate support",,""
07_from_circulation_to_owned_015,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Protocols offer a useful next step when capacity is low.",,""
07_from_circulation_to_owned_016,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Need Urgent",,""
07_from_circulation_to_owned_017,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Four public protocols shipped: Pantallas, Desbordes, Sueño, and Hermanos",,""
07_from_circulation_to_owned_018,caption,"07 · FROM CIRCULATION TO OWNED SUPPORT","SHIPPED Protocol · Intervention for low available attention",,""
07_from_circulation_to_owned_019,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Act now → Understand next",,""
07_from_circulation_to_owned_020,caption,"07 · FROM CIRCULATION TO OWNED SUPPORT","SHIPPED Aprende · Editorial depth on owned surfaces",,""
07_from_circulation_to_owned_021,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","BETWEEN MOMENTS",,""
07_from_circulation_to_owned_022,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","Learning",,""
07_from_circulation_to_owned_023,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Editorial guidance helps parents understand what happened and prepare for what comes next.",,""
07_from_circulation_to_owned_024,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Experience Understanding",,""
07_from_circulation_to_owned_025,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Aprende · Editorial content · Method",,""
07_from_circulation_to_owned_026,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","OVER TIME",,""
07_from_circulation_to_owned_027,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","Deeper support",,""
07_from_circulation_to_owned_028,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Deeper support creates continuity for needs that cannot be solved by an article or protocol alone.",,""
07_from_circulation_to_owned_029,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Agresión · Ansiedad · Límites",,""
07_from_circulation_to_owned_030,body,"07 · FROM CIRCULATION TO OWNED SUPPORT","Next layer · Structured support · not yet shipped",,""
07_from_circulation_to_owned_031,heading,"07 · FROM CIRCULATION TO OWNED SUPPORT","C · Pathway",,""
07_from_circulation_to_owned_032,lede,"07 · FROM CIRCULATION TO OWNED SUPPORT","REAL QUESTION → PUBLISHED RESPONSE → SIGNAL → OWNED SUPPORT → PRODUCT LEARNING",,""
07_from_circulation_to_owned_alt_033,alt,"07 · FROM CIRCULATION TO OWNED SUPPORT","Real parent moment beside a structured Criar Sin Culpas support experience: immediate guidance, escalation ladder, and share or continue paths",,"Image alt text · translate for accessibility"
07_from_circulation_to_owned_alt_034,alt,"07 · FROM CIRCULATION TO OWNED SUPPORT","Documentary collage of Nari recording a Criar Sin Culpas Reel during the photoshoot, alongside real published Instagram posts and Reels from the live account",,"Image alt text · translate for accessibility"
07_from_circulation_to_owned_alt_035,alt,"07 · FROM CIRCULATION TO OWNED SUPPORT","Criar Sin Culpas immediate-support protocol system showing a mobile Desbordes guide, intervention stages, and three-step support path.",,"Image alt text · translate for accessibility"
07_from_circulation_to_owned_alt_036,alt,"07 · FROM CIRCULATION TO OWNED SUPPORT","Criar Sin Culpas Learn article on owned surfaces · longer-form guidance when more attention is available",,"Image alt text · translate for accessibility"
07_from_circulation_to_owned_aria_037,aria,"07 · FROM CIRCULATION TO OWNED SUPPORT","Listen signals",,"Screen-reader label"
07_from_circulation_to_owned_aria_038,aria,"07 · FROM CIRCULATION TO OWNED SUPPORT","From question to product learning",,"Screen-reader label"
08_behind_the_screen_001,label,"08 · BEHIND THE SCREEN","Behind the screen",,""
08_behind_the_screen_002,heading,"08 · BEHIND THE SCREEN","The public experience was only one layer.",,""
08_behind_the_screen_003,lede,"08 · BEHIND THE SCREEN","Behind it, the practice gained the rhythms, responsibilities, production paths, workspaces, access systems, and measurement needed to keep the work moving.",,""
08_behind_the_screen_004,heading,"08 · BEHIND THE SCREEN","Operating system",,""
08_behind_the_screen_005,body,"08 · BEHIND THE SCREEN","How the practice stays coherent over time.",,""
08_behind_the_screen_006,label,"08 · BEHIND THE SCREEN","OPERATING",,""
08_behind_the_screen_007,heading,"08 · BEHIND THE SCREEN","Rhythm",,""
08_behind_the_screen_008,body,"08 · BEHIND THE SCREEN","A recurring rhythm connected planning, publishing, review, and the next editorial decision.",,""
08_behind_the_screen_009,label,"08 · BEHIND THE SCREEN","SYSTEM",,""
08_behind_the_screen_010,heading,"08 · BEHIND THE SCREEN","Governance",,""
08_behind_the_screen_011,body,"08 · BEHIND THE SCREEN","Decisions, responsibilities, and system rules gained clear ownership.",,""
08_behind_the_screen_013,heading,"08 · BEHIND THE SCREEN","Measurement",,""
08_behind_the_screen_014,body,"08 · BEHIND THE SCREEN","Protocols were structured to capture use signals such as views, time on page, and share actions, allowing future product decisions to follow behavior rather than assumptions.",,""
08_behind_the_screen_015,heading,"08 · BEHIND THE SCREEN","Enabling infrastructure",,""
08_behind_the_screen_016,body,"08 · BEHIND THE SCREEN","The surfaces that make that practice runnable.",,""
08_behind_the_screen_018,heading,"08 · BEHIND THE SCREEN","Production",,""
08_behind_the_screen_019,body,"08 · BEHIND THE SCREEN","Work gained a defined path from signal to shipped support.",,""
08_behind_the_screen_021,heading,"08 · BEHIND THE SCREEN","Client workspace",,""
08_behind_the_screen_022,body,"08 · BEHIND THE SCREEN","Context, priorities, and active decisions moved into one continuous environment.",,""
08_behind_the_screen_024,heading,"08 · BEHIND THE SCREEN","Protected access",,""
08_behind_the_screen_025,body,"08 · BEHIND THE SCREEN","The architecture could support continuity beyond public content.",,""
08_behind_the_screen_alt_026,alt,"08 · BEHIND THE SCREEN","Operating rhythm and publishing cadence behind the public surface",,"Image alt text · translate for accessibility"
08_behind_the_screen_alt_027,alt,"08 · BEHIND THE SCREEN","Ownership and governance · inputs, shared governance, and ownership across Nari and LG Studio",,"Image alt text · translate for accessibility"
08_behind_the_screen_alt_028,alt,"08 · BEHIND THE SCREEN","Measurement model · signal capture, pattern reporting, interpretation, and the next editorial move",,"Image alt text · translate for accessibility"
08_behind_the_screen_alt_029,alt,"08 · BEHIND THE SCREEN","Production · three-phase journey from diagnóstico to arquitectura to activación",,"Image alt text · translate for accessibility"
08_behind_the_screen_alt_030,alt,"08 · BEHIND THE SCREEN","Client workspace · context, decisions, priorities, history, and active work in one operating surface",,"Image alt text · translate for accessibility"
08_behind_the_screen_alt_031,alt,"08 · BEHIND THE SCREEN","Protected access · StrategyIQ secure portal into client workspaces and operating infrastructure",,"Image alt text · translate for accessibility"
09_from_support_to_product_001,label,"09 · FROM SUPPORT TO PRODUCT","From support to product",,""
09_from_support_to_product_002,heading,"09 · FROM SUPPORT TO PRODUCT","Support needed more than content. / It needed a path into continued care.",,""
09_from_support_to_product_003,lede,"09 · FROM SUPPORT TO PRODUCT","The product architecture connects free public resources, a calmer learning environment, targeted access, and membership. The value is not premium content for its own sake. It is navigation, preparation, and continuity.",,""
09_from_support_to_product_004,label,"09 · FROM SUPPORT TO PRODUCT","Public resources",,""
09_from_support_to_product_005,body,"09 · FROM SUPPORT TO PRODUCT","Free and genuinely useful.",,""
09_from_support_to_product_006,label,"09 · FROM SUPPORT TO PRODUCT","El Estudio",,""
09_from_support_to_product_007,body,"09 · FROM SUPPORT TO PRODUCT","A calmer, more continuous support environment.",,""
09_from_support_to_product_008,label,"09 · FROM SUPPORT TO PRODUCT","Access architecture",,""
09_from_support_to_product_009,body,"09 · FROM SUPPORT TO PRODUCT","Access Pass · targeted / one-time · Membership · continuous support",,""
09_from_support_to_product_010,body,"09 · FROM SUPPORT TO PRODUCT","Understand what is happening",,""
09_from_support_to_product_011,body,"09 · FROM SUPPORT TO PRODUCT","Decide what matters now",,""
09_from_support_to_product_012,body,"09 · FROM SUPPORT TO PRODUCT","Take one useful next step",,""
09_from_support_to_product_013,label,"09 · FROM SUPPORT TO PRODUCT","Architecture → Infrastructure",,""
09_from_support_to_product_014,label,"09 · FROM SUPPORT TO PRODUCT","ARCHITECTED Product architecture · Access layers made legible",,""
09_from_support_to_product_015,label,"09 · FROM SUPPORT TO PRODUCT","IMPLEMENTING Access infrastructure · Authentication and protected continuity",,""
09_from_support_to_product_016,label,"09 · FROM SUPPORT TO PRODUCT","Member environment · In implementation",,""
09_from_support_to_product_017,body,"09 · FROM SUPPORT TO PRODUCT","El Estudio taking form",,""
09_from_support_to_product_018,label,"09 · FROM SUPPORT TO PRODUCT","IMPLEMENTING El Estudio · Access → Member environment → Learning experience",,""
09_from_support_to_product_019,label,"09 · FROM SUPPORT TO PRODUCT","Current state",,""
09_from_support_to_product_020,label,"09 · FROM SUPPORT TO PRODUCT","SHIPPED",,""
09_from_support_to_product_021,heading,"09 · FROM SUPPORT TO PRODUCT","Shipped",,""
09_from_support_to_product_022,list,"09 · FROM SUPPORT TO PRODUCT","Public bilingual platform",,""
09_from_support_to_product_023,list,"09 · FROM SUPPORT TO PRODUCT","Four public protocols: Pantallas, Desbordes, Sueño, and Hermanos",,""
09_from_support_to_product_024,list,"09 · FROM SUPPORT TO PRODUCT","Editorial surface",,""
09_from_support_to_product_025,list,"09 · FROM SUPPORT TO PRODUCT","Visual and illustration systems",,""
09_from_support_to_product_026,list,"09 · FROM SUPPORT TO PRODUCT","Analytics instrumentation for the protocol experience",,""
09_from_support_to_product_027,label,"09 · FROM SUPPORT TO PRODUCT","ARCHITECTED",,""
09_from_support_to_product_028,heading,"09 · FROM SUPPORT TO PRODUCT","Architected",,""
09_from_support_to_product_029,list,"09 · FROM SUPPORT TO PRODUCT","El Estudio product model",,""
09_from_support_to_product_030,list,"09 · FROM SUPPORT TO PRODUCT","Access and permissions",,""
09_from_support_to_product_031,list,"09 · FROM SUPPORT TO PRODUCT","Membership and monetization model",,""
09_from_support_to_product_032,list,"09 · FROM SUPPORT TO PRODUCT","Measurement model",,""
09_from_support_to_product_033,label,"09 · FROM SUPPORT TO PRODUCT","IMPLEMENTING",,""
09_from_support_to_product_034,heading,"09 · FROM SUPPORT TO PRODUCT","Implementing",,""
09_from_support_to_product_035,list,"09 · FROM SUPPORT TO PRODUCT","Authentication and payments",,""
09_from_support_to_product_036,list,"09 · FROM SUPPORT TO PRODUCT","Protected experience",,""
09_from_support_to_product_037,list,"09 · FROM SUPPORT TO PRODUCT","Member infrastructure",,""
09_from_support_to_product_038,label,"09 · FROM SUPPORT TO PRODUCT","STILL TO VALIDATE",,""
09_from_support_to_product_039,heading,"09 · FROM SUPPORT TO PRODUCT","Still to validate",,""
09_from_support_to_product_040,list,"09 · FROM SUPPORT TO PRODUCT","Conversion and activation",,""
09_from_support_to_product_041,list,"09 · FROM SUPPORT TO PRODUCT","Adoption and retention",,""
09_from_support_to_product_042,list,"09 · FROM SUPPORT TO PRODUCT","Pricing",,""
09_from_support_to_product_043,list,"09 · FROM SUPPORT TO PRODUCT","Commercial performance",,""
09_from_support_to_product_044,heading,"09 · FROM SUPPORT TO PRODUCT","The architecture is defined. / The infrastructure is catching up.",,""
09_from_support_to_product_045,body,"09 · FROM SUPPORT TO PRODUCT","What remains is implementation, adoption, and proof.",,""
09_from_support_to_product_046,body,"09 · FROM SUPPORT TO PRODUCT","Shipped → Architected → Implementing → Validating",,""
09_from_support_to_product_alt_047,alt,"09 · FROM SUPPORT TO PRODUCT","Product architecture diagram showing public resources, El Estudio, and access layers as a designed support system",,"Image alt text · translate for accessibility"
09_from_support_to_product_alt_048,alt,"09 · FROM SUPPORT TO PRODUCT","Protected access and account infrastructure · identity, client, and workspace layers for continuing the work",,"Image alt text · translate for accessibility"
09_from_support_to_product_alt_049,alt,"09 · FROM SUPPORT TO PRODUCT","El Estudio member environment in implementation · Access, El Estudio, and architecture as one composition taking form",,"Image alt text · translate for accessibility"
09_from_support_to_product_aria_050,aria,"09 · FROM SUPPORT TO PRODUCT","Three-layer product model",,"Screen-reader label"
09_from_support_to_product_aria_051,aria,"09 · FROM SUPPORT TO PRODUCT","Experience principle",,"Screen-reader label"
10_what_actually_changed_001,label,"10 · WHAT ACTUALLY CHANGED","What actually changed",,""
10_what_actually_changed_002,heading,"10 · WHAT ACTUALLY CHANGED","What actually changed",,""
10_what_actually_changed_003,lede,"10 · WHAT ACTUALLY CHANGED","This is a living practice, not a finished portfolio artifact. Some capabilities are operating now. Others are architected, implementing, or still waiting to be validated.",,""
10_what_actually_changed_004,label,"10 · WHAT ACTUALLY CHANGED","Evidence of material change",,""
10_what_actually_changed_005,label,"10 · WHAT ACTUALLY CHANGED","Pantallas visitors",,""
10_what_actually_changed_006,body,"10 · WHAT ACTUALLY CHANGED","Strongest protocol entry point · 72% average scroll",,""
10_what_actually_changed_007,body,"10 · WHAT ACTUALLY CHANGED","108 SEC",,""
10_what_actually_changed_008,label,"10 · WHAT ACTUALLY CHANGED","Desbordes attention",,""
10_what_actually_changed_009,body,"10 · WHAT ACTUALLY CHANGED","41 visitors · 79% average scroll",,""
10_what_actually_changed_010,label,"10 · WHAT ACTUALLY CHANGED","Portal entries",,""
10_what_actually_changed_011,body,"10 · WHAT ACTUALLY CHANGED","Unique visitors · approximately 30% of the reporting audience",,""
10_what_actually_changed_012,label,"10 · WHAT ACTUALLY CHANGED","Language changes",,""
10_what_actually_changed_013,body,"10 · WHAT ACTUALLY CHANGED","Unique visitors actively using the bilingual experience",,""
10_what_actually_changed_014,body,"10 · WHAT ACTUALLY CHANGED","Plausible Analytics · May 22–August 20, 2026 · 223 total visitors",,""
10_what_actually_changed_015,label,"10 · WHAT ACTUALLY CHANGED","What the experience validated",,""
10_what_actually_changed_016,heading,"10 · WHAT ACTUALLY CHANGED","The support content earned attention.",,""
10_what_actually_changed_017,body,"10 · WHAT ACTUALLY CHANGED","Protocol visitors showed strong scroll depth, sustained attention on Desbordes, movement into the portal, and active use of the bilingual experience.",,""
10_what_actually_changed_018,label,"10 · WHAT ACTUALLY CHANGED","What remains unproven",,""
10_what_actually_changed_019,heading,"10 · WHAT ACTUALLY CHANGED","Distribution has not caught up.",,""
10_what_actually_changed_020,body,"10 · WHAT ACTUALLY CHANGED","Of 223 visitors, 208 arrived through Direct/None. Instagram contributed 9 visitors, while Google and Bing contributed 2 combined. Early traffic remained concentrated within an existing network.",,""
10_what_actually_changed_021,body,"10 · WHAT ACTUALLY CHANGED","The early evidence validated the support experience, not yet its distribution.",,""
10_what_actually_changed_022,label,"10 · WHAT ACTUALLY CHANGED","System transform",,""
10_what_actually_changed_023,heading,"10 · WHAT ACTUALLY CHANGED","From existing value to operating system",,""
10_what_actually_changed_024,body,"10 · WHAT ACTUALLY CHANGED","What already existed",,""
10_what_actually_changed_025,list,"10 · WHAT ACTUALLY CHANGED","Trust",,""
10_what_actually_changed_026,list,"10 · WHAT ACTUALLY CHANGED","Audience",,""
10_what_actually_changed_027,list,"10 · WHAT ACTUALLY CHANGED","Recurring expertise",,""
10_what_actually_changed_028,list,"10 · WHAT ACTUALLY CHANGED","Workshops and explanations",,""
10_what_actually_changed_029,list,"10 · WHAT ACTUALLY CHANGED","Instagram presence",,""
10_what_actually_changed_030,body,"10 · WHAT ACTUALLY CHANGED","Formation",,""
10_what_actually_changed_031,list,"10 · WHAT ACTUALLY CHANGED","Voice",,""
10_what_actually_changed_032,list,"10 · WHAT ACTUALLY CHANGED","Brand",,""
10_what_actually_changed_033,list,"10 · WHAT ACTUALLY CHANGED","Platform",,""
10_what_actually_changed_034,list,"10 · WHAT ACTUALLY CHANGED","Support",,""
10_what_actually_changed_035,list,"10 · WHAT ACTUALLY CHANGED","Product",,""
10_what_actually_changed_036,list,"10 · WHAT ACTUALLY CHANGED","Operations",,""
10_what_actually_changed_037,body,"10 · WHAT ACTUALLY CHANGED","What now exists",,""
10_what_actually_changed_038,list,"10 · WHAT ACTUALLY CHANGED","Governed brand system Shipped",,""
10_what_actually_changed_039,list,"10 · WHAT ACTUALLY CHANGED","Four bilingual protocols Shipped",,""
10_what_actually_changed_040,list,"10 · WHAT ACTUALLY CHANGED","Editorial support surface Shipped",,""
10_what_actually_changed_041,list,"10 · WHAT ACTUALLY CHANGED","Owned bilingual platform Shipped",,""
10_what_actually_changed_042,list,"10 · WHAT ACTUALLY CHANGED","Measurement instrumentation Defined",,""
10_what_actually_changed_043,list,"10 · WHAT ACTUALLY CHANGED","Operating rhythm and governance Operating",,""
10_what_actually_changed_044,list,"10 · WHAT ACTUALLY CHANGED","Product and membership architecture Architected",,""
10_what_actually_changed_045,heading,"10 · WHAT ACTUALLY CHANGED","WHAT EXISTED",,""
10_what_actually_changed_046,body,"10 · WHAT ACTUALLY CHANGED","Trust, expertise, and audience were already present.",,""
10_what_actually_changed_047,heading,"10 · WHAT ACTUALLY CHANGED","WHAT SHIPPED",,""
10_what_actually_changed_048,body,"10 · WHAT ACTUALLY CHANGED","A public platform, four protocols, editorial and visual systems, and analytics instrumentation.",,""
10_what_actually_changed_049,heading,"10 · WHAT ACTUALLY CHANGED","WHAT CHANGED",,""
10_what_actually_changed_050,body,"10 · WHAT ACTUALLY CHANGED","The practice can publish, learn, and make decisions through a defined system.",,""
10_what_actually_changed_051,heading,"10 · WHAT ACTUALLY CHANGED","WHAT BECAME POSSIBLE",,""
10_what_actually_changed_052,body,"10 · WHAT ACTUALLY CHANGED","Owned bilingual support and a path from immediate relief toward continued care.",,""
10_what_actually_changed_053,heading,"10 · WHAT ACTUALLY CHANGED","WHAT REMAINS",,""
10_what_actually_changed_054,body,"10 · WHAT ACTUALLY CHANGED","Adoption, retention, pricing, and commercial validation.",,""
10_what_actually_changed_055,body,"10 · WHAT ACTUALLY CHANGED","Nari’s trust now has infrastructure.",,""
10_what_actually_changed_056,body,"10 · WHAT ACTUALLY CHANGED","WORKING EDIT · Private duplicate · Not linked from Studio navigation · Direct URL only",,""
10_what_actually_changed_aria_057,aria,"10 · WHAT ACTUALLY CHANGED","What the experience validated and what remains unproven",,"Screen-reader label"
10_what_actually_changed_aria_058,aria,"10 · WHAT ACTUALLY CHANGED","Formation",,"Screen-reader label"
